SingleLethal,Counts in Normal,Counts in Cancer,Not SL in Normal,Not SL in Cancer
CO2tn,2,1,27,25
COAtm,27,25,2,1
COAtr,0,1,29,25
COt,1,1,28,25
CPPPGO,1,1,28,25
CRNtim,13,2,16,24
CSNATm,2,0,27,26
CSNATr,2,0,27,26
CSm,0,1,29,25
CTPS1,29,26,0,0
CTPtm,15,5,14,21
CYOOm2,24,22,5,4
CYOR_u10m,24,22,5,4
CYSALANaEx,0,1,29,25
CYSATB0tc,1,0,28,26
CYSGLUexR,1,0,28,26
CYSGLYex,5,0,24,26
CYSPHELATtc,4,0,25,26
CYSTGL,1,3,28,23
CYSTRS,29,26,0,0
CYSTS,1,3,28,23
CYSt4,6,6,23,20
CYTDn,1,0,28,26
CYTDtn,1,0,28,26
CYTK1,0,5,29,21
CYTK3,9,3,20,23
CYTK8,19,12,10,14
DADK3,17,10,12,16
DAGKm_hs,3,1,26,25
DAG_Hstem,3,1,26,25
DATPtn,29,26,0,0
DCTPtn,29,26,0,0
DESAT16_1,0,2,29,24
DESAT18_1,2,0,27,26
DGTPtn,29,26,0,0
DHCR241r,8,4,21,22
DHCR242r,8,7,21,19
DHCR243r,13,15,16,11
DHCR71r,13,15,16,11
DHCR72r,16,11,13,15
DHCRD1,29,26,0,0
DHFR,21,7,8,19
DHFR3m,2,0,27,26
DHFR3x,2,0,27,26
DHFRm,3,0,26,26
DHFRx,1,2,28,24
DHFtm,2,2,27,24
DHORD9,29,26,0,0
DHORTS,29,26,0,0
DHRT_ivcoa,3,1,26,25
DLD,19,1,10,25
DMATTx,29,26,0,0
DNAsyn,29,26,0,0
DNDPt2m,1,0,28,26
DNDPt42m,3,0,26,26
DNDPt5m,2,0,27,26
DPCOAK,8,17,21,9
DPMVDc,29,26,0,0
DSAT,29,26,0,0
DTMPK,27,26,2,0
DTMPKm,2,0,27,26
DTMPtm,2,0,27,26
DTTPtn,29,26,0,0
DUMPtm,3,0,26,26
DUTCP,1,0,28,26
DUTPDP,2,5,27,21
DUTPDPm,3,0,26,26
EAR100y,29,26,0,0
EAR120y,29,26,0,0
EAR140y,29,26,0,0
EAR160y,2,0,27,26
EAR40y,29,26,0,0
EAR60y,29,26,0,0
EAR80y,29,26,0,0
EBP1r,21,22,8,4
EBP2r,8,4,21,22
ECOAH1m,0,1,29,25
ENO,28,14,1,12
ETHAK,0,11,29,15
ETHP,2,2,27,24
FA140ACPH,25,26,4,0
FA160ACPH,2,0,27,26
FACOAL140i,24,24,5,2
FACOAL160i,1,0,28,26
FAE180,7,2,22,24
FAE200,6,2,23,24
FAE220,6,0,23,26
FAE240,6,0,23,26
FAE260,6,0,23,26
FALDte,0,1,29,25
FALDtn,2,1,27,25
FBA,2,18,27,8
FBA3,16,0,13,26
FCLTm,1,1,28,25
FCYTOB5OXRr,24,22,5,4
FCYTOB5OXRyr,5,3,24,23
FDH,3,0,26,26
FE2tm,1,1,28,25
FOLtm,2,0,27,26
FORLACte,0,1,29,25
FORtr,29,26,0,0
FRDPtr,29,26,0,0
FUM,28,21,1,5
FUMMALtm,0,3,29,23
FUMm,0,3,29,23
G3PD1,29,25,0,1
G6PDH1rer,1,0,28,26
G6PDH2r,15,5,14,21
G6PDH2rer,12,0,17,26
G6Pt6er,17,4,12,22
G6Pter,1,4,28,22
GALU,9,1,20,25
GALt2_2,1,0,28,26
GAPD,28,14,1,12
GARFT,29,26,0,0
GCCam,1,0,28,26
GCCbim,1,0,28,26
GCCcm,1,0,28,26
GF6PTA,1,0,28,26
GHMT2r,29,24,0,2
GHMT2rm,4,1,25,25
GK1i,28,24,1,2
GK1mi,0,1,29,25
GLCt1r,26,23,3,3
GLCt4_2,2,0,27,26
GLNATB0tc,2,0,27,26
GLNCYSNaEx,1,0,28,26
GLNTRS,29,26,0,0
GLNt4,8,17,21,9
GLUDxm,1,4,28,22
GLUDym,1,2,28,24
GLUPRT,29,26,0,0
GLUTRS,29,26,0,0
GLUt2m,7,8,22,18
GLYATm,11,18,18,8
GLYC3Ptm,8,2,21,24
GLYC3Ptmc,0,2,29,24
GLYCtm,0,1,29,25
GLYKm,0,1,29,25
GLYTRS,29,26,0,0
GLYt7_311_r,5,0,24,26
GLYtm,11,19,18,7
GMPS,28,19,1,7
GMPS2,1,7,28,19
GND,15,5,14,21
GNDer,14,0,15,26
GPAM_hs,20,23,9,3
GPAMm_hs,12,4,17,22
GPAT,11,0,18,26
GPCCPDE,0,1,29,25
GRTTx,29,26,0,0
GSNKm,0,1,29,25
GSNtm,0,1,29,25
GTHOm,0,1,29,25
GTHPm,0,1,29,25
GTPGDPtm,12,2,17,24
GTPtm,0,1,29,25
H2O2tm,0,1,29,25
H2Otg,4,0,25,26
H2Otn,1,0,28,26
HACD180,7,2,22,24
HACD1m,0,1,29,25
HACD200,6,2,23,24
HACD220,6,0,23,26
HACD240,6,0,23,26
HACD260,6,0,23,26
HCO3E,22,1,7,25
HCO3Ee,21,2,8,24
HCO3Em,3,1,26,25
HCO3_CLt,0,1,29,25
HCO3tm,0,1,29,25
HEX1,0,4,29,22
HEX11,0,1,29,25
HEX12,15,17,14,9
HEXCCOAtr,6,0,23,26
HISTRS,29,26,0,0
HISt4,7,18,22,8
HIStN1,2,1,27,25
HIStiDF,3,0,26,26
HMBS,1,1,28,25
HMGCOARc,29,26,0,0
HMGCOASi,2,0,27,26
HMGCOASim,24,25,5,1
HMGCOAtm,27,26,2,0
HMGL,9,4,20,22
HOXG,1,1,28,25
HSD180,7,2,22,24
HSD200,6,2,23,24
HSD220,6,0,23,26
HSD240,6,0,23,26
HSD260,6,0,23,26
HSD3A1r,1,0,28,26
HSD3A2r,1,0,28,26
Htg,4,0,25,26
ICDHxrm,14,0,15,26
ICDHyr,6,0,23,26
ICDHyrm,6,3,23,23
ICITACONtm,2,0,27,26
ICITCITtm,0,1,29,25
ICITMALtm,0,1,29,25
ILEATB0tc,1,0,28,26
ILETRS,29,26,0,0
ILEt4,11,22,18,4
ILEtec,1,1,28,25
IMPC,29,26,0,0
IMPD,29,26,0,0
INSTt4_2,25,26,4,0
IPDDIx,29,26,0,0
IPDPtx,29,26,0,0
ITCOAL1m,5,0,24,26
KCC2t,3,3,26,23
KCCt,3,1,26,25
LARGtiDF,23,18,6,8
LDH_L,0,7,29,19
LEUATB0tc,1,0,28,26
LEUPHELAT2tc,1,0,28,26
LEUTAm,3,1,26,25
LEUTRS,29,26,0,0
LEUt4,10,12,19,14
LEUt5m,3,1,26,25
LEUtec,1,0,28,26
LNS14DMr,29,26,0,0
LNSTLSr,29,26,0,0
LPASE,0,1,29,25
LSTO1r,13,15,16,11
LSTO2r,16,11,13,15
LYSTRS,29,26,0,0
LYSt5r,25,18,4,8
LYStiDF,0,1,29,25
L_LACt2r,0,10,29,16
MALACONtm,11,0,18,26
MALCOAMT,11,3,18,23
MALCOAMTr,11,3,18,23
MAL_Lte,0,11,29,15
MAN1PT2,1,0,28,26
MAN6PI,1,0,28,26
MCCCm,3,1,26,25
MCITS,1,3,28,23
MCOATA,29,26,0,0
MDH,1,1,28,25
MDHm,26,0,3,26
ME1m,0,1,29,25
MEOHt2,2,0,27,26
METAT,1,4,28,22
METATB0tc,1,2,28,24
METTRS,29,26,0,0
METt4,21,21,8,5
METtec,1,0,28,26
METyLATthc,3,0,26,26
MEVK1c,29,26,0,0
MGCHrm,3,1,26,25
MI1PP,0,2,29,24
MI3PP,4,0,25,26
MI3PS,4,0,25,26
MOD_3mhop,3,1,26,25
MTHFC,25,21,4,5
MTHFCm,4,1,25,25
MTHFD,12,0,17,26
MTHFD2,14,19,15,7
MTHFDm,4,1,25,25
NACDe,1,6,28,20
NACPRT,1,6,28,20
NADHtru,16,8,13,18
NADPHtru,4,26,25,0
NADPtru,4,26,25,0
NADtru,16,8,13,18
NAHCO3_HCLt,0,1,29,25
NAt5,0,1,29,25
NCAMDe,1,6,28,20
NCKt,5,3,24,23
NCNt,1,2,28,24
NDP7er,1,1,28,25
NDP7g,4,0,25,26
NDP8,22,21,7,5
NDPK1,1,6,28,20
NDPK2,26,24,3,2
NDPK3,23,21,6,5
NDPK4,29,26,0,0
NDPK5,26,24,3,2
NDPK6,1,2,28,24
NDPK7,29,26,0,0
NDPK8,0,8,29,18
NDPK9,0,1,29,25
NH4t3r,6,5,23,21
NH4tm,2,10,27,16
NH4tn,1,0,28,26
NKCC2t,4,2,25,24
NKCCt,3,0,26,26
NMNDA,1,6,28,20
NMNS,1,6,28,20
NTD9,0,1,29,25
O2t,20,10,9,16
O2ter,29,26,0,0
O2tm,29,25,0,1
O2tn,1,1,28,25
OAADC,1,0,28,26
OBDHc,1,3,28,23
OCDE9ECOAtr,1,0,28,26
OCOAT1m,8,4,21,22
OMPDC,29,26,0,0
ORPT,29,26,0,0
OXALSUCCCL,6,0,23,26
OXALSUCCCLm,18,3,11,23
PALFATPtc,1,0,28,26
PAPStg,3,0,26,26
PAPtg,3,0,26,26
PEMET1,8,15,21,11
PEMET2,8,15,21,11
PEPACONtm,1,0,28,26
PEPCKm,1,0,28,26
PETHCT,6,15,23,11
PE_HStm,13,8,16,18
PFK,2,17,27,9
PFK2,0,1,29,25
PFK_3,14,0,15,26
PFK_4,2,0,27,26
PGCD,2,0,27,26
PGI,13,24,16,2
PGK,28,14,1,12
PGL,15,5,14,21
PGLYCH,1,0,28,26
PGLer,14,0,15,26
PGM,28,14,1,12
PGMT,9,1,20,25
PGPPT,29,26,0,0
PGPP_hs,29,26,0,0
PHEATB0tc,1,0,28,26
PHEMEtabc,1,1,28,25
PHEOX,1,0,28,26
PHETA1,1,0,28,26
PHETA1m,2,0,27,26
PHETRS,29,26,0,0
PHEt4,8,13,21,13
PHEt4m,2,0,27,26
PHEtec,1,1,28,25
PHPYRtm,2,0,27,26
PIATPLtm,2,0,27,26
PIGTHRDLtm,1,2,28,24
PIMALtm,0,5,29,21
PIPLC,0,1,29,25
PIt2m,4,0,25,26
PIt2m_2,0,1,29,25
PIter,0,20,29,6
PItg,4,0,25,26
PItn,1,0,28,26
PLMCOAPTr,0,1,29,25
PMANM,1,0,28,26
PMEVKc,29,26,0,0
PMTCOAFABP1tc,13,2,16,24
PMTCOAPTr,0,4,29,22
PNTK,8,17,21,9
PNTOt1,8,2,21,24
PNTOt2e,0,4,29,22
PNTOte,0,11,29,15
PPA,12,2,17,24
PPAPA,20,23,9,3
PPAer,8,25,21,1
PPAm,17,0,12,26
PPAn,1,0,28,26
PPBNGS,1,1,28,25
PPCDC,8,17,21,9
PPCOACRNtm,0,2,29,24
PPCOAtm,0,1,29,25
PPIPItr,3,20,26,6
PPItm,7,6,22,20
PPItn,28,26,1,0
PPItr,9,1,20,25
PPItx,29,26,0,0
PPNCL2,0,17,29,9
PPNCL3,8,0,21,26
PPPG9tm,1,1,28,25
PPPGOm,1,1,28,25
PRAGS,29,26,0,0
PRAIS,29,26,0,0
PRASCS,29,26,0,0
PRFGS,29,26,0,0
PROAKGOX1m,0,1,29,25
PROGLUtm,0,2,29,24
PROTRS,29,26,0,0
PROTsyn,29,26,0,0
PROt2r,10,5,19,21
PROt4,10,18,19,8
PROt4_2_r,1,0,28,26
PROtm,0,3,29,23
PRPPS,29,26,0,0
PSDm_hs,13,8,16,18
PSERT,2,0,27,26
PSFLIPm,13,8,16,18
PSPPSr,29,26,0,0
PSP_L,2,0,27,26
PSSA1_hs,29,14,0,12
PSSA2_hs,2,13,27,13
PTPAT,8,17,21,9
PYK2,3,1,26,25
PYK4,3,2,26,24
PYK5,3,1,26,25
PYK7,28,14,1,12
PYRFORte,0,1,29,25
PYRt2r,14,0,15,26
PYRtm,9,5,20,21
Pit4,1,0,28,26
R5Ptr,0,12,29,14
RDH1,0,1,29,25
RNAsyn,29,26,0,0
RNDR1,29,26,0,0
RNDR2,29,26,0,0
RNDR3,29,26,0,0
RNDR4,28,26,1,0
RPE,13,20,16,6
RPI,27,0,2,26
RPIr,0,12,29,14
RTOT1,25,26,4,0
RTOT3,2,0,27,26
RTOT4,0,2,29,24
RTOT5,6,0,23,26
RTOTALCRNCPT1,12,4,17,22
RTOTALCRNCPT2,12,4,17,22
RTOTALCRNt,12,4,17,22
RTOT_3,0,1,29,25
RU5Ptr,14,12,15,14
R_group_phosphotase_1,0,1,29,25
SADT,6,1,23,25
SBTR,1,0,28,26
SBT_Dtde,1,0,28,26
SERALANaEx,1,0,28,26
SERATB0tc,2,0,27,26
SERCYSNaEx,1,0,28,26
SERGLNNaEx,1,0,28,26
SERGLNexR,1,0,28,26
SERPT,29,26,0,0
SERTRS,29,26,0,0
SERTm,4,1,25,25
SER_Lt1e,1,0,28,26
SER_Lte,1,0,28,26
SERt4,2,16,27,10
SMS,29,26,0,0
SO3AKGtm,0,3,29,23
SO3MALtm,0,3,29,23
SO4AKGtm,0,2,29,24
SO4CLtex,2,1,27,25
SO4CLtex2,3,2,26,24
SO4MALtm,0,2,29,24
SO4t4_3,0,1,29,25
SQLEr,29,26,0,0
SQLSr,29,26,0,0
SSALym,10,0,19,26
SUCCACONtm,5,0,24,26
SUCCICITtm,2,0,27,26
SUCCt4_2,1,0,28,26
SUCCt4_3,2,0,27,26
SUCOAS1m,18,2,11,24
TALA,10,20,19,6
TECR180,7,2,22,24
TECR200,6,2,23,24
TECR220,6,0,23,26
TECR240,6,0,23,26
TECR260,6,0,23,26
THDm,3,0,26,26
THFtm,3,1,26,25
THR3Dx,7,16,22,10
THRA,1,0,28,26
THRALANaEx,2,0,27,26
THRATB0tc,0,1,29,25
THRGLNNaEx,1,0,28,26
THRGLNexR,1,0,28,26
THRGLYexR,1,0,28,26
THRTRS,29,26,0,0
THR_Lte,1,0,28,26
THRt4,9,20,20,6
THRtm,3,0,26,26
TKT1,13,20,16,6
TKT2,13,20,16,6
TMDS,29,26,0,0
TPI,14,14,15,12
TRDOXtm,0,1,29,25
TRDR,28,21,1,5
TRDRDtm,0,1,29,25
TRDRm,0,1,29,25
TRPATB0tc,1,0,28,26
TRPTRS,29,26,0,0
TRPt,1,2,28,24
TRPt4,26,21,3,5
TTDCAFATPc,0,1,29,25
TTDCAtr,0,1,29,25
TXA2tr,0,5,29,21
TXB2c,0,5,29,21
TXB2r,0,5,29,21
TXB2tr,0,5,29,21
TYRATB0tc,2,2,27,24
TYROX,4,2,25,24
TYRPHELAT2tc,1,1,28,25
TYRTA,4,2,25,24
TYRTRS,29,26,0,0
TYRt,1,1,28,25
TYRt4,18,19,11,7
UAGDP,1,0,28,26
UDPG4E,3,0,26,26
UDPGALtg,3,0,26,26
UDPGCURtr,0,1,29,25
UDPGD,1,1,28,25
UDPGLCAter,1,0,28,26
UGLCNACtg,1,0,28,26
UGT1A2r,1,1,28,25
UMPK,0,5,29,21
UMPK4,9,0,20,26
UMPK5,19,15,10,11
UMPtr,0,1,29,25
UPP3S,1,1,28,25
UPPDC1,1,1,28,25
URIK2,4,1,25,25
URIK4,4,1,25,25
Uritn,1,0,28,26
VALATB0tc,0,2,29,24
VALPHELAT2tc,1,0,28,26
VALTRS,29,26,0,0
VALt4,11,20,18,6
VALtec,1,1,28,25
biomass_reaction,29,26,0,0
