SingleLethal,Counts in Normal,Counts in Cancer,Not SL in Normal,Not SL in Cancer
ARTFR42,0,1,26,22
ARTFR45,1,0,25,23
ARTFR52,4,2,22,21
ARTPLM1,26,23,0,0
ASNN,2,0,24,23
ASNTHRNaEx,0,1,26,22
ASNTRS,26,23,0,0
ASNt4,22,4,4,19
ASNtN1,0,1,26,22
ASPCTr,26,23,0,0
ASPGLUm,2,7,24,16
ASPPROASCT1,7,14,19,9
ASPTA,0,3,26,20
ASPTAm,2,7,24,16
ASPTRS,26,23,0,0
ASPt6,0,1,26,22
ATPS4m,24,16,2,7
ATPtm,2,0,24,23
B3GNT39g,1,0,25,23
BILIRED2,0,1,26,22
BILIRUBtr,0,1,26,22
BPNT,0,2,26,21
C14STRr,26,23,0,0
C3STDH1Pr,25,20,1,3
C3STDH1r,1,3,25,20
C3STKR2r,26,23,0,0
C4STMO1r,26,23,0,0
C4STMO2Pr,22,22,4,1
C4STMO2r,4,1,22,22
CACT6r,26,5,0,18
CAT,1,0,25,23
CAtm7,1,1,25,22
CBPS,26,23,0,0
CBPSam,4,0,22,23
CDIPTr,26,23,0,0
CDPDAGtm,0,9,26,14
CDS,5,14,21,9
CDSm,0,9,26,14
CEPTC,11,7,15,16
CEPTE,14,13,12,10
CERT2gt,1,0,25,23
CHLPCTD,11,7,15,16
CHLtm,0,1,26,22
CHOLK,11,10,15,13
CHOLtu,0,1,26,22
CHSTEROLt2,25,23,1,0
CHSTEROLt3,25,23,1,0
CHSTEROLtrc,1,0,25,23
CITMCOAHm,3,0,23,23
CITMCOALm,3,0,23,23
CITRt2m,5,0,21,23
CITRte,4,0,22,23
CITRtm,5,0,21,23
CITSUCCtm,0,4,26,19
CITtam,2,1,24,22
CITtbm,1,0,25,23
CK,1,0,25,23
CLCFTRte,0,1,26,22
CLFORtex,12,3,14,20
CLFORtex2,0,3,26,20
CLHCOtex,0,1,26,22
CLS_hs,26,23,0,0
CMPACNAtg,1,1,25,22
CMPSAS,1,1,25,22
CO2ter,26,23,0,0
CO2tm,6,5,20,18
COAtm,15,17,11,6
COt,0,1,26,22
CPPPGO,0,1,26,22
CREATtmdiffir,1,0,25,23
CRNtim,1,5,25,18
CRTNsyn,1,0,25,23
CRTNte,1,0,25,23
CSNATm,1,2,25,21
CSNATr,0,2,26,21
CTPS1,26,23,0,0
CTPtm,0,6,26,17
CYOOm2,24,16,2,7
CYOOm3,0,2,26,21
CYOR_u10m,24,18,2,5
CYSALANaEx,0,1,26,22
CYSTRS,26,23,0,0
CYSt4,26,14,0,9
CYTDK2m,0,3,26,20
CYTDn,9,2,17,21
CYTDtm,0,3,26,20
CYTDtn,9,2,17,21
CYTK1,3,6,23,17
CYTK1m,0,3,26,20
CYTK3,5,6,21,17
CYTK8,4,5,22,18
DADK3,4,2,22,21
DATPtn,26,23,0,0
DCTPtn,26,23,0,0
DCYTD,12,5,14,18
DESAT18_1,1,2,25,21
DGTPtn,26,23,0,0
DHCR241r,3,7,23,16
DHCR242r,5,1,21,22
DHCR243r,18,15,8,8
DHCR71r,18,15,8,8
DHCR72r,8,8,18,15
DHCRD1,16,18,10,5
DHCRD2,2,1,24,22
DHFR,11,9,15,14
DHFR3m,0,1,26,22
DHFR3x,1,3,25,20
DHFRm,5,0,21,23
DHFRx,2,6,24,17
DHFtm,4,6,22,17
DHORD9,26,23,0,0
DHORTS,26,23,0,0
DLD,15,3,11,20
DMATTx,26,23,0,0
DNAsyn,26,23,0,0
DNDPt42m,0,4,26,19
DNDPt45m,0,1,26,22
DPCOAK,0,15,26,8
DPMVDc,26,23,0,0
DSAT,26,23,0,0
DTMPK,26,23,0,0
DTTPtn,26,23,0,0
DUMPtm,0,4,26,19
DURIK1,13,5,13,18
DUTCP,9,4,17,19
DUTPDP,1,1,25,22
DUTPDPm,0,4,26,19
EAR100y,26,23,0,0
EAR120y,26,23,0,0
EAR140y,26,23,0,0
EAR40y,26,23,0,0
EAR60y,26,23,0,0
EAR80y,26,23,0,0
EBP1r,23,16,3,7
EBP2r,3,7,23,16
ENO,15,18,11,5
ETHAK,15,12,11,11
ETHP,7,0,19,23
FA140ACPH,26,22,0,1
FACOAL140i,26,22,0,1
FADFADH2tm,2,1,24,22
FADRx2,0,1,26,22
FAE180,11,5,15,18
FAE200,4,2,22,21
FAE201,1,0,25,23
FAE220,4,2,22,21
FAE221,1,0,25,23
FAE240,4,2,22,21
FAE241,1,0,25,23
FAE260,4,2,22,21
FBA,8,9,18,14
FBA2,0,4,26,19
FBA3,10,7,16,16
FCLTm,0,1,26,22
FCYTOB5OXRr,16,5,10,18
FCYTOB5OXRyr,8,18,18,5
FDH,1,0,25,23
FE2tm,0,1,26,22
FECR,2,0,24,23
FOLR2,1,1,25,22
FOLt2,2,3,24,20
FOLtm,0,1,26,22
FORLACte,0,1,26,22
FORt2m,0,2,26,21
FORtr,26,23,0,0
FRDPtr,26,23,0,0
FTHFLm,0,2,26,21
FUM,25,17,1,6
FUMMALtm,0,1,26,22
FUMSUCCtm,0,4,26,19
FUMm,0,3,26,20
G3PD1,26,19,0,4
G5SDym,3,0,23,23
G6PDH2r,7,9,19,14
G6PDH2rer,2,0,24,23
G6Pt6er,20,9,6,14
G6Pter,18,9,8,14
GACMTRc,1,0,25,23
GALU,3,3,23,20
GAPD,15,19,11,4
GARFT,26,23,0,0
GDPFUCtg,0,1,26,22
GDPtg,0,1,26,22
GF6PTA,4,1,22,22
GFUCSx,0,1,26,22
GHMT2r,26,20,0,3
GHMT2rm,5,7,21,16
GK1i,26,23,0,0
GLCt1r,9,6,17,17
GLCt4,0,2,26,21
GLCt4_2,11,8,15,15
GLNTRS,26,23,0,0
GLNt4,17,7,9,16
GLNtN1,0,1,26,22
GLU5Km,3,0,23,23
GLUDym,1,2,25,21
GLUPROASCT1,2,3,24,20
GLUPRT,26,23,0,0
GLUTRS,26,23,0,0
GLYALDORy,0,4,26,19
GLYAMDTRc,1,0,25,23
GLYATm,1,10,25,13
GLYC3Ptm,0,2,26,21
GLYC3Ptmc,0,5,26,18
GLYCtm,0,2,26,21
GLYK,0,2,26,21
GLYKm,0,2,26,21
GLYTRS,26,23,0,0
GLYtm,5,16,21,7
GMAND,0,1,26,22
GMPS,15,19,11,4
GMPS2,11,3,15,20
GMPtg,0,1,26,22
GND,7,9,19,14
GNDer,2,0,24,23
GPAM_hs,26,17,0,6
GPAMm_hs,0,8,26,15
GRTTx,26,23,0,0
GTHO,0,1,26,22
GTHP,1,2,25,21
GTPGDPtm,14,2,12,21
H2O2t,0,1,26,22
H2O2tm,0,1,26,22
H2Ot,0,1,26,22
H2Otg,4,1,22,22
H2Otn,9,2,17,21
HACD180,11,5,15,18
HACD200,4,2,22,21
HACD201,1,0,25,23
HACD220,4,2,22,21
HACD221,1,0,25,23
HACD240,4,2,22,21
HACD241,1,0,25,23
HACD260,4,2,22,21
HCO3E,6,6,20,17
HCO3Ee,4,4,22,19
HCO3Em,3,0,23,23
HEX1,1,6,25,17
HEX12,15,16,11,7
HEXCCOAtr,4,2,22,21
HISTRS,26,23,0,0
HISt4,17,6,9,17
HIStN1,0,1,26,22
HMBS,0,1,26,22
HMGCOARc,26,23,0,0
HMGCOASi,5,4,21,19
HMGCOASim,15,19,11,4
HMGCOAtm,15,19,11,4
HMGL,0,1,26,22
HOXG,0,1,26,22
HSD11B1r,2,0,24,23
HSD11B2r,2,0,24,23
HSD180,11,5,15,18
HSD200,4,2,22,21
HSD201,1,0,25,23
HSD220,4,2,22,21
HSD221,1,0,25,23
HSD240,4,2,22,21
HSD241,1,0,25,23
HSD260,4,2,22,21
Htg,4,1,22,22
Htr,0,5,26,18
ICDHxrm,3,1,23,22
ICDHyrm,5,5,21,18
ICITCITtm,0,1,26,22
ICITMALtm,1,4,25,19
ILEATB0tc,0,1,26,22
ILEOX,1,0,25,23
ILETAm,1,0,25,23
ILETRS,26,23,0,0
ILEt4,26,12,0,11
ILEt5m,1,0,25,23
IMAGH,0,2,26,21
IMPC,26,23,0,0
IMPD,26,23,0,0
INSTt4_2,26,23,0,0
IPDDIx,26,23,0,0
IPDPtx,26,23,0,0
ITCOAL1m,3,0,23,23
KCC2t,1,5,25,18
KHK,0,4,26,19
LARGtiDF,25,6,1,17
LDH_L,0,6,26,17
LEUATB0tc,0,1,26,22
LEUTRS,26,23,0,0
LEUt4,5,2,21,21
LHCYSTIN,1,0,25,23
LHCYSTINt,1,0,25,23
LNS14DMr,26,23,0,0
LNSTLSr,26,23,0,0
LSTO1r,18,15,8,8
LSTO2r,8,8,18,15
LYSATB0tc,0,3,26,20
LYSTRS,26,23,0,0
LYSt4,4,5,22,18
LYSt5r,12,4,14,19
LYStiDF,7,6,19,17
L_LACt2r,0,6,26,17
MALCOAMT,26,5,0,18
MALCOAMTr,26,5,0,18
MAL_Lte,4,8,22,15
MAN1PT2,0,1,26,22
MAN6PI,0,1,26,22
MCOATA,26,23,0,0
MDH,2,0,24,23
MDHm,3,8,23,15
ME2m,1,1,25,22
METAT,1,0,25,23
METATB0tc,0,1,26,22
METTRS,26,23,0,0
METt4,26,14,0,9
MEVK1c,26,23,0,0
MI1PP,0,3,26,20
MTHFC,21,0,5,23
MTHFCm,5,7,21,16
MTHFD,9,0,17,23
MTHFD2,12,0,14,23
MTHFD2m,0,1,26,22
MTHFDm,5,8,21,15
NACDe,23,23,3,0
NACPRT,23,23,3,0
NADHtru,14,2,12,21
NADPHtru,22,23,4,0
NADPtru,22,23,4,0
NADtru,14,2,12,21
NAHCO3_HCLt,1,0,25,23
NAt5,2,3,24,20
NAtm,1,1,25,22
NCAMDe,23,23,3,0
NCNt,0,1,26,22
NDP6,12,5,14,18
NDP7er,0,1,26,22
NDP7g,4,1,22,22
NDP8,12,13,14,10
NDPK1,4,3,22,20
NDPK2,17,13,9,10
NDPK3,8,11,18,12
NDPK3m,0,3,26,20
NDPK4,26,23,0,0
NDPK5,17,14,9,9
NDPK6,0,2,26,21
NDPK7,26,23,0,0
NDPK8,2,2,24,21
NH4t3r,2,0,24,23
NH4tm,5,2,21,21
NH4tn,9,2,17,21
NKCC2t,0,4,26,19
NMNDA,23,23,3,0
NMNS,3,4,23,19
NOX,1,0,25,23
NRVNCCOAtr,1,0,25,23
NTD2,0,3,26,20
NTD3,12,5,14,18
O2St,2,1,24,22
O2Stm,0,3,26,20
O2t,24,16,2,7
O2ter,26,23,0,0
O2tm,26,22,0,1
OAADC,1,3,25,20
OCBTm,4,0,22,23
OCDE9ECOAtr,0,2,26,21
OCOAT1m,0,2,26,21
OMPDC,26,23,0,0
ORNTArm,3,0,23,23
ORNt4m,2,0,24,23
ORPT,26,23,0,0
OXALSUCCCLm,9,7,17,16
PCHOLPm_hs,0,1,26,22
PCREATtmdiffir,1,0,25,23
PDHa,3,0,23,23
PDHbr,3,0,23,23
PEMET1,20,1,6,22
PEMET2,20,1,6,22
PEPCK,1,2,25,21
PEPCKm,1,1,25,22
PEPICITtm,1,1,25,22
PETHCT,14,13,12,10
PETOHMm_hs,1,1,25,22
PE_HStm,1,3,25,20
PFK,6,9,20,14
PFK_3,10,7,16,16
PGI,13,15,13,8
PGK,15,19,11,4
PGL,7,9,19,14
PGLer,2,0,24,23
PGM,15,18,11,5
PGMT,3,3,23,20
PGPPT,26,23,0,0
PGPP_hs,26,23,0,0
PHEATB0tc,0,1,26,22
PHEMEtm,0,1,26,22
PHETRS,26,23,0,0
PHEt4,1,6,25,17
PIATPLtm,0,5,26,18
PIGTHRDLtm,1,0,25,23
PIMALtm,0,2,26,21
PIPLC,0,3,26,20
PIt2m_2,9,4,17,19
PIter,3,7,23,16
PItg,4,1,22,22
PItn,9,2,17,21
PMANM,0,1,26,22
PMEVKc,26,23,0,0
PMTCOAFABP1tc,24,5,2,18
PNP,23,23,3,0
PNTK,0,15,26,8
PNTOt1,0,13,26,10
PNTOt2e,0,1,26,22
PPA,3,6,23,17
PPAPA,1,12,25,11
PPAer,4,8,22,15
PPAn,9,2,17,21
PPBNGS,0,1,26,22
PPCDC,0,15,26,8
PPCOACRNtm,0,4,26,19
PPCOAtm,0,3,26,20
PPIPItr,2,7,24,16
PPItm,0,11,26,12
PPItn,15,21,11,2
PPItr,1,5,25,18
PPItx,26,23,0,0
PPM,23,23,3,0
PPNCL2,0,13,26,10
PPNCL3,0,2,26,21
PPPG9tm,0,1,26,22
PPPGOm,0,1,26,22
PRAGS,26,23,0,0
PRAIS,26,23,0,0
PRASCS,26,23,0,0
PRDX,0,1,26,22
PRFGS,26,23,0,0
PROAKGOX1m,0,1,26,22
PROGLUtm,4,3,22,20
PROTRS,26,23,0,0
PROTsyn,26,23,0,0
PROt4,0,2,26,21
PROt4_2_r,0,3,26,20
PROtm,4,3,22,20
PRPPS,3,0,23,23
PSDm_hs,2,6,24,17
PSFLIPm,2,6,24,17
PSPPSr,26,23,0,0
PSSA1_hs,11,10,15,13
PSSA2_hs,22,12,4,11
PTPAT,0,15,26,8
PTRCtm,1,0,25,23
PUNP1,1,0,25,23
PYK,1,1,25,22
PYK2,9,9,17,14
PYK4,5,7,21,16
PYK5,9,9,17,14
PYK6,2,2,24,21
PYK7,23,21,3,2
PYRFORte,1,1,25,22
PYRt2m,1,0,25,23
PYRt4_2,1,0,25,23
PYRtm,4,3,22,20
Pit4,1,1,25,22
R5Ptr,1,3,25,20
RNAsyn,26,23,0,0
RNDR1,26,23,0,0
RNDR2,26,23,0,0
RNDR3,26,23,0,0
RNDR4,13,18,13,5
RNMK,23,23,3,0
RPE,14,16,12,7
RPI,9,7,17,16
RPIr,1,3,25,20
RTOT1,26,22,0,1
RTOT3,0,1,26,22
RTOT4,2,1,24,22
RTOT5,6,2,20,21
RTOTALCRNCPT1,0,7,26,16
RTOTALCRNCPT2,0,7,26,16
RTOTALCRNt,0,7,26,16
RU5Ptr,3,3,23,20
SADT,0,2,26,21
SBTD_D2,0,4,26,19
SBTR,0,4,26,19
SERALANaEx,0,1,26,22
SERPT,26,23,0,0
SERTRS,26,23,0,0
SERTm,5,7,21,16
SERt4,11,8,15,15
SMS,26,23,0,0
SO3AKGtm,0,1,26,22
SO3MALtm,0,1,26,22
SO4AKGtm,0,1,26,22
SO4CLtex2,0,2,26,21
SO4MALtm,0,1,26,22
SPODM,1,0,25,23
SPODMm,0,1,26,22
SQLEr,26,23,0,0
SQLSr,26,23,0,0
SRTNt6_2_r,0,1,26,22
SRTNtu,0,1,26,22
SSALym,0,1,26,22
SUCCACONtm,5,0,21,23
SUCOAS1m,13,3,13,20
SUCOASm,0,1,26,22
TALA,14,15,12,8
TECR180,11,5,15,18
TECR200,4,2,22,21
TECR201,1,0,25,23
TECR220,4,2,22,21
TECR221,1,0,25,23
TECR240,4,2,22,21
TECR241,1,0,25,23
TECR260,4,2,22,21
THDm,0,4,26,19
THFt2,2,3,24,20
THFtm,2,7,24,16
THR3Dx,1,2,25,21
THRA,3,2,23,21
THRALANaEx,0,1,26,22
THRTRS,26,23,0,0
THRt4,14,16,12,7
THRtm,0,4,26,19
TKT1,14,16,12,7
TKT2,14,16,12,7
TMDS,26,23,0,0
TPI,10,15,16,8
TRDOXtm,9,0,17,23
TRDR,17,19,9,4
TRDRDtm,9,0,17,23
TRDRm,9,0,17,23
TRPATB0tc,0,1,26,22
TRPTRS,26,23,0,0
TRPt4,26,17,0,6
TXA2tr,0,4,26,19
TXB2c,0,4,26,19
TXB2r,0,4,26,19
TXB2tr,0,4,26,19
TYRATB0tc,0,1,26,22
TYROX,0,1,26,22
TYRTA,0,1,26,22
TYRTRS,26,23,0,0
TYRt4,26,16,0,7
UAG2EMAi,0,1,26,22
UAGDP,4,1,22,22
UDPG4E,2,1,24,22
UDPGALtg,2,1,24,22
UDPGD,0,1,26,22
UGCGc,1,0,25,23
UGLCNACtg,0,1,26,22
UMPK,4,7,22,16
UMPK4,10,2,16,21
UMPK5,10,12,16,11
UPP3S,0,1,26,22
UPPDC1,0,1,26,22
UREAt,1,0,25,23
UREAtm,1,0,25,23
URIK2,1,2,25,21
URIK4,10,6,16,17
Uritn,9,2,17,21
VALATB0tc,0,1,26,22
VALTRS,26,23,0,0
VALt4,26,12,0,11
biomass_reaction,26,23,0,0
