DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
HACD180;HACD181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HACD180;HSD181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HACD180;OCTD11ECOAtr,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HACD180;TECR181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HACD181;HSD180,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HACD181;TECR180,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HSD180;HSD181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HSD180;OCTD11ECOAtr,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HSD180;TECR181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
HSD181;TECR180,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
OCTD11ECOAtr;TECR180,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
TECR180;TECR181,19,13,4,12,0.0250408504593224,4.38461538461539,0.760038628489271,25.29457234196
ACONTa;ALDD2y,8,2,15,23,0.0257873937168177,6.13333333333333,0.673819544743881,55.8276738500904
ACONTb;ALDD2y,8,2,15,23,0.0257873937168177,6.13333333333333,0.673819544743881,55.8276738500904
ALDD2y;ICDHyrm,8,2,15,23,0.0257873937168177,6.13333333333333,0.673819544743881,55.8276738500904
ALDD2y;OXALSUCCCLm,8,2,15,23,0.0257873937168177,6.13333333333333,0.673819544743881,55.8276738500904
C204CPT1;TRDR,9,3,14,22,0.0324093343607953,4.71428571428571,0.684367530450641,32.4744947810192
3HAD241n9p;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
ACACT224n6p;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
ACOAD241n9p;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
ARCOAATp;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
CACT7p;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
COAtp;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
