DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
CDPDAGtm;CDS,21,0,5,23,1.68451054860541e-09,Inf,-Inf,Inf
CDS;CDSm,21,0,5,23,1.68451054860541e-09,Inf,-Inf,Inf
CDS;CTPtm,21,0,5,23,1.68451054860541e-09,Inf,-Inf,Inf
CDS;PCHOLPm_hs,21,0,5,23,1.68451054860541e-09,Inf,-Inf,Inf
CDS;PPAPA,21,0,5,23,1.68451054860541e-09,Inf,-Inf,Inf
CDS;PPItm,21,0,5,23,1.68451054860541e-09,Inf,-Inf,Inf
AMETt2m;CDS,20,0,6,23,8.14180098492615e-09,Inf,-Inf,Inf
CDS;CHLtm,20,0,6,23,8.14180098492615e-09,Inf,-Inf,Inf
CDS;PETOHMm_hs,20,0,6,23,8.14180098492615e-09,Inf,-Inf,Inf
ACCOAL2;ACHtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;ACITLn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;ADPtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;ATPtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;CHAT,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;CHATn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;CHOLtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;CITtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACCOAL2;OAAtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACHtn;ACOAS,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;ACITLn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;ADPtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;ATPtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;CHAT,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;CHATn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;CHOLtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;CITtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
ACOAS;OAAtn,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
CHOLt4;PSDm_hs,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
CHOLt4;PSFLIPm,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
DESAT16_1;FAE180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
DESAT16_1;HACD180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
DESAT16_1;HSD180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
DESAT16_1;TECR180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE180;FAE181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE180;HACD181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE180;HSD181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE180;OCTD11ECOAtr,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE180;TECR181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE181;HACD180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE181;HSD180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
FAE181;TECR180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HACD180;HACD181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HACD180;HSD181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HACD180;OCTD11ECOAtr,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HACD180;TECR181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HACD181;HSD180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HACD181;TECR180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HSD180;HSD181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HSD180;OCTD11ECOAtr,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HSD180;TECR181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
HSD181;TECR180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
OCTD11ECOAtr;TECR180,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
TECR180;TECR181,15,0,11,23,4.90369042177835e-06,Inf,-Inf,Inf
AHC;CHOLt4,16,1,10,22,1.92782339130699e-05,35.2,2.07514233038286,597.086754898107
CHOLt4;LHCYSTIN,16,1,10,22,1.92782339130699e-05,35.2,2.07514233038286,597.086754898107
CHOLt4;LHCYSTINt,16,1,10,22,1.92782339130699e-05,35.2,2.07514233038286,597.086754898107
CHOLt4;METAT,16,1,10,22,1.92782339130699e-05,35.2,2.07514233038286,597.086754898107
AMETt2m;CHOLK,13,0,13,23,3.96067303297485e-05,Inf,-Inf,Inf
CHOLK;PCFLOPm,13,0,13,23,3.96067303297485e-05,Inf,-Inf,Inf
CHOLK;PETOHMm_hs,13,0,13,23,3.96067303297485e-05,Inf,-Inf,Inf
3MHISt3;PHEt4,25,10,1,13,4.52616912712736e-05,32.5,1.89597583823888,557.100981297907
AMETt2m;CHOLt4,14,1,12,22,0.000145884790047907,25.6666666666667,1.52692977528875,431.43947314355
CHOLt4;PETOHMm_hs,14,1,12,22,0.000145884790047907,25.6666666666667,1.52692977528875,431.43947314355
ADPT;CHOLt4,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
CHOLt4;PUNP1,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
FAE200;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
FAE220;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
FAE240;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
FAE260;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HACD200;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HACD220;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HACD240;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HACD260;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HEXCCOAtr;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HSD200;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HSD220;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HSD240;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
HSD260;PPItm,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
PPItm;ARTFR52,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
PPItm;RTOT5,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
PPItm;TECR200,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
PPItm;TECR220,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
PPItm;TECR240,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
PPItm;TECR260,11,0,15,23,0.000265176489731552,Inf,-Inf,Inf
ECOAH1m;ARTFR52,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;FAE200,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;FAE220,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;FAE240,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;FAE260,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HACD200,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HACD220,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HACD240,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HACD260,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HEXCCOAtr,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HSD200,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HSD220,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HSD240,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;HSD260,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;RTOT5,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;TECR200,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;TECR220,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;TECR240,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ECOAH1m;TECR260,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
FAE180;PPItm,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
FAE200;HACD1m,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
FAE220;HACD1m,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
FAE240;HACD1m,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
FAE260;HACD1m,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD180;PPItm,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;ARTFR52,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HACD200,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HACD220,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HACD240,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HACD260,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HEXCCOAtr,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HSD200,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HSD220,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HSD240,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;HSD260,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;RTOT5,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;TECR200,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;TECR220,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;TECR240,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HACD1m;TECR260,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
HSD180;PPItm,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
PPItm;TECR180,10,0,16,23,0.000646367693720659,Inf,-Inf,Inf
ACCOAL2;PItn,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
ACOAS;PItn,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
ECOAH1m;FAE180,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
ECOAH1m;HACD180,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
ECOAH1m;HSD180,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
ECOAH1m;TECR180,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
FAE180;HACD1m,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
HACD180;HACD1m,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
HACD1m;HSD180,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
HACD1m;TECR180,9,0,17,23,0.00152086516169567,Inf,-Inf,Inf
PPA;PPAer,19,7,7,16,0.00320269202008266,6.20408163265306,1.2145678388782,31.6908020059
PPAer;PPIPItr,21,9,5,14,0.0032758903270187,6.53333333333333,1.20625596824431,35.3858928520546
FAE180;ARTFR33,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
FAE180;RTOT3,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
HACD180;ARTFR33,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
HACD180;RTOT3,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
HSD180;ARTFR33,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
HSD180;RTOT3,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
TECR180;ARTFR33,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
TECR180;RTOT3,8,0,18,23,0.00346419286830681,Inf,-Inf,Inf
