Collateral,RxnToDelete,normalModel,cancerModel,Cancer
ADK1,ADK3,CN10,CT1,CN
ADK1,ADK3,CN10,CT11,CN
ADK1,ADK3,CN10,CT12,CN
ADK1,ADK3,CN10,CT15,CN
ADK1,ADK3,CN10,CT16,CN
ADK1,ADK3,CN10,CT17,CN
ADK1,ADK3,CN10,CT2,CN
ADK1,ADK3,CN10,CT20,CN
ADK1,ADK3,CN10,CT22,CN
ADK1,ADK3,CN10,CT23,CN
ADK1,ADK3,CN10,CT24,CN
ADK1,ADK3,CN10,CT25,CN
ADK1,ADK3,CN10,CT26,CN
ADK1,ADK3,CN10,CT27,CN
ADK1,ADK3,CN10,CT28,CN
ADK1,ADK3,CN10,CT29,CN
ADK1,ADK3,CN10,CT30,CN
ADK1,ADK3,CN10,CT4,CN
ADK1,ADK3,CN10,CT5,CN
ADK1,ADK3,CN10,CT6,CN
ADK1,ADK3,CN10,CT9,CN
ADK1,ADK3,CN11,CT1,CN
ADK1,ADK3,CN11,CT11,CN
ADK1,ADK3,CN11,CT12,CN
ADK1,ADK3,CN11,CT15,CN
ADK1,ADK3,CN11,CT16,CN
ADK1,ADK3,CN11,CT17,CN
ADK1,ADK3,CN11,CT2,CN
ADK1,ADK3,CN11,CT20,CN
ADK1,ADK3,CN11,CT22,CN
ADK1,ADK3,CN11,CT23,CN
ADK1,ADK3,CN11,CT24,CN
ADK1,ADK3,CN11,CT25,CN
ADK1,ADK3,CN11,CT26,CN
ADK1,ADK3,CN11,CT27,CN
ADK1,ADK3,CN11,CT28,CN
ADK1,ADK3,CN11,CT29,CN
ADK1,ADK3,CN11,CT30,CN
ADK1,ADK3,CN11,CT4,CN
ADK1,ADK3,CN11,CT5,CN
ADK1,ADK3,CN11,CT6,CN
ADK1,ADK3,CN11,CT9,CN
ADK1,ADK3,CN13,CT1,CN
ADK1,ADK3,CN13,CT11,CN
ADK1,ADK3,CN13,CT12,CN
ADK1,ADK3,CN13,CT15,CN
ADK1,ADK3,CN13,CT16,CN
ADK1,ADK3,CN13,CT17,CN
ADK1,ADK3,CN13,CT2,CN
ADK1,ADK3,CN13,CT20,CN
ADK1,ADK3,CN13,CT22,CN
ADK1,ADK3,CN13,CT23,CN
ADK1,ADK3,CN13,CT24,CN
ADK1,ADK3,CN13,CT25,CN
ADK1,ADK3,CN13,CT26,CN
ADK1,ADK3,CN13,CT27,CN
ADK1,ADK3,CN13,CT28,CN
ADK1,ADK3,CN13,CT29,CN
ADK1,ADK3,CN13,CT30,CN
ADK1,ADK3,CN13,CT4,CN
ADK1,ADK3,CN13,CT5,CN
ADK1,ADK3,CN13,CT6,CN
ADK1,ADK3,CN13,CT9,CN
ADK1,ADK3,CN14,CT1,CN
ADK1,ADK3,CN14,CT11,CN
ADK1,ADK3,CN14,CT12,CN
ADK1,ADK3,CN14,CT15,CN
ADK1,ADK3,CN14,CT16,CN
ADK1,ADK3,CN14,CT17,CN
ADK1,ADK3,CN14,CT2,CN
ADK1,ADK3,CN14,CT20,CN
ADK1,ADK3,CN14,CT22,CN
ADK1,ADK3,CN14,CT23,CN
ADK1,ADK3,CN14,CT24,CN
ADK1,ADK3,CN14,CT25,CN
ADK1,ADK3,CN14,CT26,CN
ADK1,ADK3,CN14,CT27,CN
ADK1,ADK3,CN14,CT28,CN
ADK1,ADK3,CN14,CT29,CN
ADK1,ADK3,CN14,CT30,CN
ADK1,ADK3,CN14,CT4,CN
ADK1,ADK3,CN14,CT5,CN
ADK1,ADK3,CN14,CT6,CN
ADK1,ADK3,CN14,CT9,CN
ADK1,ADK3,CN15,CT1,CN
ADK1,ADK3,CN15,CT11,CN
ADK1,ADK3,CN15,CT12,CN
ADK1,ADK3,CN15,CT15,CN
ADK1,ADK3,CN15,CT16,CN
ADK1,ADK3,CN15,CT17,CN
ADK1,ADK3,CN15,CT2,CN
ADK1,ADK3,CN15,CT20,CN
ADK1,ADK3,CN15,CT22,CN
ADK1,ADK3,CN15,CT23,CN
ADK1,ADK3,CN15,CT24,CN
ADK1,ADK3,CN15,CT25,CN
ADK1,ADK3,CN15,CT26,CN
ADK1,ADK3,CN15,CT27,CN
ADK1,ADK3,CN15,CT28,CN
ADK1,ADK3,CN15,CT29,CN
ADK1,ADK3,CN15,CT30,CN
ADK1,ADK3,CN15,CT4,CN
ADK1,ADK3,CN15,CT5,CN
ADK1,ADK3,CN15,CT6,CN
ADK1,ADK3,CN15,CT9,CN
ADK1,ADK3,CN17,CT1,CN
ADK1,ADK3,CN17,CT11,CN
ADK1,ADK3,CN17,CT12,CN
ADK1,ADK3,CN17,CT15,CN
ADK1,ADK3,CN17,CT16,CN
ADK1,ADK3,CN17,CT17,CN
ADK1,ADK3,CN17,CT2,CN
ADK1,ADK3,CN17,CT20,CN
ADK1,ADK3,CN17,CT22,CN
ADK1,ADK3,CN17,CT23,CN
ADK1,ADK3,CN17,CT24,CN
ADK1,ADK3,CN17,CT25,CN
ADK1,ADK3,CN17,CT26,CN
ADK1,ADK3,CN17,CT27,CN
ADK1,ADK3,CN17,CT28,CN
ADK1,ADK3,CN17,CT29,CN
ADK1,ADK3,CN17,CT30,CN
ADK1,ADK3,CN17,CT4,CN
ADK1,ADK3,CN17,CT5,CN
ADK1,ADK3,CN17,CT6,CN
ADK1,ADK3,CN17,CT9,CN
ADK1,ADK3,CN18,CT1,CN
ADK1,ADK3,CN18,CT11,CN
ADK1,ADK3,CN18,CT12,CN
ADK1,ADK3,CN18,CT15,CN
ADK1,ADK3,CN18,CT16,CN
ADK1,ADK3,CN18,CT17,CN
ADK1,ADK3,CN18,CT2,CN
ADK1,ADK3,CN18,CT20,CN
ADK1,ADK3,CN18,CT22,CN
ADK1,ADK3,CN18,CT23,CN
ADK1,ADK3,CN18,CT24,CN
ADK1,ADK3,CN18,CT25,CN
ADK1,ADK3,CN18,CT26,CN
ADK1,ADK3,CN18,CT27,CN
ADK1,ADK3,CN18,CT28,CN
ADK1,ADK3,CN18,CT29,CN
ADK1,ADK3,CN18,CT30,CN
ADK1,ADK3,CN18,CT4,CN
ADK1,ADK3,CN18,CT5,CN
ADK1,ADK3,CN18,CT6,CN
ADK1,ADK3,CN18,CT9,CN
ADK1,ADK3,CN18,CT1,CN
ADK1,ADK3,CN18,CT11,CN
ADK1,ADK3,CN18,CT12,CN
ADK1,ADK3,CN18,CT15,CN
ADK1,ADK3,CN18,CT16,CN
ADK1,ADK3,CN18,CT17,CN
ADK1,ADK3,CN18,CT2,CN
ADK1,ADK3,CN18,CT20,CN
ADK1,ADK3,CN18,CT22,CN
ADK1,ADK3,CN18,CT23,CN
ADK1,ADK3,CN18,CT24,CN
ADK1,ADK3,CN18,CT25,CN
ADK1,ADK3,CN18,CT26,CN
ADK1,ADK3,CN18,CT27,CN
ADK1,ADK3,CN18,CT28,CN
ADK1,ADK3,CN18,CT29,CN
ADK1,ADK3,CN18,CT30,CN
ADK1,ADK3,CN18,CT4,CN
ADK1,ADK3,CN18,CT5,CN
ADK1,ADK3,CN18,CT6,CN
ADK1,ADK3,CN18,CT9,CN
ADK1,ADK3,CN2,CT1,CN
ADK1,ADK3,CN2,CT11,CN
ADK1,ADK3,CN2,CT12,CN
ADK1,ADK3,CN2,CT15,CN
ADK1,ADK3,CN2,CT16,CN
ADK1,ADK3,CN2,CT17,CN
ADK1,ADK3,CN2,CT2,CN
ADK1,ADK3,CN2,CT20,CN
ADK1,ADK3,CN2,CT22,CN
ADK1,ADK3,CN2,CT23,CN
ADK1,ADK3,CN2,CT24,CN
ADK1,ADK3,CN2,CT25,CN
ADK1,ADK3,CN2,CT26,CN
ADK1,ADK3,CN2,CT27,CN
ADK1,ADK3,CN2,CT28,CN
ADK1,ADK3,CN2,CT29,CN
ADK1,ADK3,CN2,CT30,CN
ADK1,ADK3,CN2,CT4,CN
ADK1,ADK3,CN2,CT5,CN
ADK1,ADK3,CN2,CT6,CN
ADK1,ADK3,CN2,CT9,CN
ADK1,ADK3,CN20,CT1,CN
ADK1,ADK3,CN20,CT11,CN
ADK1,ADK3,CN20,CT12,CN
ADK1,ADK3,CN20,CT15,CN
ADK1,ADK3,CN20,CT16,CN
ADK1,ADK3,CN20,CT17,CN
ADK1,ADK3,CN20,CT2,CN
ADK1,ADK3,CN20,CT20,CN
ADK1,ADK3,CN20,CT22,CN
ADK1,ADK3,CN20,CT23,CN
ADK1,ADK3,CN20,CT24,CN
ADK1,ADK3,CN20,CT25,CN
ADK1,ADK3,CN20,CT26,CN
ADK1,ADK3,CN20,CT27,CN
ADK1,ADK3,CN20,CT28,CN
ADK1,ADK3,CN20,CT29,CN
ADK1,ADK3,CN20,CT30,CN
ADK1,ADK3,CN20,CT4,CN
ADK1,ADK3,CN20,CT5,CN
ADK1,ADK3,CN20,CT6,CN
ADK1,ADK3,CN20,CT9,CN
ADK1,ADK3,CN21,CT1,CN
ADK1,ADK3,CN21,CT11,CN
ADK1,ADK3,CN21,CT12,CN
ADK1,ADK3,CN21,CT15,CN
ADK1,ADK3,CN21,CT16,CN
ADK1,ADK3,CN21,CT17,CN
ADK1,ADK3,CN21,CT2,CN
ADK1,ADK3,CN21,CT20,CN
ADK1,ADK3,CN21,CT22,CN
ADK1,ADK3,CN21,CT23,CN
ADK1,ADK3,CN21,CT24,CN
ADK1,ADK3,CN21,CT25,CN
ADK1,ADK3,CN21,CT26,CN
ADK1,ADK3,CN21,CT27,CN
ADK1,ADK3,CN21,CT28,CN
ADK1,ADK3,CN21,CT29,CN
ADK1,ADK3,CN21,CT30,CN
ADK1,ADK3,CN21,CT4,CN
ADK1,ADK3,CN21,CT5,CN
ADK1,ADK3,CN21,CT6,CN
ADK1,ADK3,CN21,CT9,CN
ADK1,ADK3,CN22,CT1,CN
ADK1,ADK3,CN22,CT11,CN
ADK1,ADK3,CN22,CT12,CN
ADK1,ADK3,CN22,CT15,CN
ADK1,ADK3,CN22,CT16,CN
ADK1,ADK3,CN22,CT17,CN
ADK1,ADK3,CN22,CT2,CN
ADK1,ADK3,CN22,CT20,CN
ADK1,ADK3,CN22,CT22,CN
ADK1,ADK3,CN22,CT23,CN
ADK1,ADK3,CN22,CT24,CN
ADK1,ADK3,CN22,CT25,CN
ADK1,ADK3,CN22,CT26,CN
ADK1,ADK3,CN22,CT27,CN
ADK1,ADK3,CN22,CT28,CN
ADK1,ADK3,CN22,CT29,CN
ADK1,ADK3,CN22,CT30,CN
ADK1,ADK3,CN22,CT4,CN
ADK1,ADK3,CN22,CT5,CN
ADK1,ADK3,CN22,CT6,CN
ADK1,ADK3,CN22,CT9,CN
ADK1,ADK3,CN23,CT1,CN
ADK1,ADK3,CN23,CT11,CN
ADK1,ADK3,CN23,CT12,CN
ADK1,ADK3,CN23,CT15,CN
ADK1,ADK3,CN23,CT16,CN
ADK1,ADK3,CN23,CT17,CN
ADK1,ADK3,CN23,CT2,CN
ADK1,ADK3,CN23,CT20,CN
ADK1,ADK3,CN23,CT22,CN
ADK1,ADK3,CN23,CT23,CN
ADK1,ADK3,CN23,CT24,CN
ADK1,ADK3,CN23,CT25,CN
ADK1,ADK3,CN23,CT26,CN
ADK1,ADK3,CN23,CT27,CN
ADK1,ADK3,CN23,CT28,CN
ADK1,ADK3,CN23,CT29,CN
ADK1,ADK3,CN23,CT30,CN
ADK1,ADK3,CN23,CT4,CN
ADK1,ADK3,CN23,CT5,CN
ADK1,ADK3,CN23,CT6,CN
ADK1,ADK3,CN23,CT9,CN
ADK1,ADK3,CN23,CT1,CN
ADK1,ADK3,CN23,CT11,CN
ADK1,ADK3,CN23,CT12,CN
ADK1,ADK3,CN23,CT15,CN
ADK1,ADK3,CN23,CT16,CN
ADK1,ADK3,CN23,CT17,CN
ADK1,ADK3,CN23,CT2,CN
ADK1,ADK3,CN23,CT20,CN
ADK1,ADK3,CN23,CT22,CN
ADK1,ADK3,CN23,CT23,CN
ADK1,ADK3,CN23,CT24,CN
ADK1,ADK3,CN23,CT25,CN
ADK1,ADK3,CN23,CT26,CN
ADK1,ADK3,CN23,CT27,CN
ADK1,ADK3,CN23,CT28,CN
ADK1,ADK3,CN23,CT29,CN
ADK1,ADK3,CN23,CT30,CN
ADK1,ADK3,CN23,CT4,CN
ADK1,ADK3,CN23,CT5,CN
ADK1,ADK3,CN23,CT6,CN
ADK1,ADK3,CN23,CT9,CN
ADK1,ADK3,CN25,CT1,CN
ADK1,ADK3,CN25,CT11,CN
ADK1,ADK3,CN25,CT12,CN
ADK1,ADK3,CN25,CT15,CN
ADK1,ADK3,CN25,CT16,CN
ADK1,ADK3,CN25,CT17,CN
ADK1,ADK3,CN25,CT2,CN
ADK1,ADK3,CN25,CT20,CN
ADK1,ADK3,CN25,CT22,CN
ADK1,ADK3,CN25,CT23,CN
ADK1,ADK3,CN25,CT24,CN
ADK1,ADK3,CN25,CT25,CN
ADK1,ADK3,CN25,CT26,CN
ADK1,ADK3,CN25,CT27,CN
ADK1,ADK3,CN25,CT28,CN
ADK1,ADK3,CN25,CT29,CN
ADK1,ADK3,CN25,CT30,CN
ADK1,ADK3,CN25,CT4,CN
ADK1,ADK3,CN25,CT5,CN
ADK1,ADK3,CN25,CT6,CN
ADK1,ADK3,CN25,CT9,CN
ADK1,ADK3,CN26,CT1,CN
ADK1,ADK3,CN26,CT11,CN
ADK1,ADK3,CN26,CT12,CN
ADK1,ADK3,CN26,CT15,CN
ADK1,ADK3,CN26,CT16,CN
ADK1,ADK3,CN26,CT17,CN
ADK1,ADK3,CN26,CT2,CN
ADK1,ADK3,CN26,CT20,CN
ADK1,ADK3,CN26,CT22,CN
ADK1,ADK3,CN26,CT23,CN
ADK1,ADK3,CN26,CT24,CN
ADK1,ADK3,CN26,CT25,CN
ADK1,ADK3,CN26,CT26,CN
ADK1,ADK3,CN26,CT27,CN
ADK1,ADK3,CN26,CT28,CN
ADK1,ADK3,CN26,CT29,CN
ADK1,ADK3,CN26,CT30,CN
ADK1,ADK3,CN26,CT4,CN
ADK1,ADK3,CN26,CT5,CN
ADK1,ADK3,CN26,CT6,CN
ADK1,ADK3,CN26,CT9,CN
ADK1,ADK3,CN27,CT1,CN
ADK1,ADK3,CN27,CT11,CN
ADK1,ADK3,CN27,CT12,CN
ADK1,ADK3,CN27,CT15,CN
ADK1,ADK3,CN27,CT16,CN
ADK1,ADK3,CN27,CT17,CN
ADK1,ADK3,CN27,CT2,CN
ADK1,ADK3,CN27,CT20,CN
ADK1,ADK3,CN27,CT22,CN
ADK1,ADK3,CN27,CT23,CN
ADK1,ADK3,CN27,CT24,CN
ADK1,ADK3,CN27,CT25,CN
ADK1,ADK3,CN27,CT26,CN
ADK1,ADK3,CN27,CT27,CN
ADK1,ADK3,CN27,CT28,CN
ADK1,ADK3,CN27,CT29,CN
ADK1,ADK3,CN27,CT30,CN
ADK1,ADK3,CN27,CT4,CN
ADK1,ADK3,CN27,CT5,CN
ADK1,ADK3,CN27,CT6,CN
ADK1,ADK3,CN27,CT9,CN
ADK1,ADK3,CN28,CT1,CN
ADK1,ADK3,CN28,CT11,CN
ADK1,ADK3,CN28,CT12,CN
ADK1,ADK3,CN28,CT15,CN
ADK1,ADK3,CN28,CT16,CN
ADK1,ADK3,CN28,CT17,CN
ADK1,ADK3,CN28,CT2,CN
ADK1,ADK3,CN28,CT20,CN
ADK1,ADK3,CN28,CT22,CN
ADK1,ADK3,CN28,CT23,CN
ADK1,ADK3,CN28,CT24,CN
ADK1,ADK3,CN28,CT25,CN
ADK1,ADK3,CN28,CT26,CN
ADK1,ADK3,CN28,CT27,CN
ADK1,ADK3,CN28,CT28,CN
ADK1,ADK3,CN28,CT29,CN
ADK1,ADK3,CN28,CT30,CN
ADK1,ADK3,CN28,CT4,CN
ADK1,ADK3,CN28,CT5,CN
ADK1,ADK3,CN28,CT6,CN
ADK1,ADK3,CN28,CT9,CN
ADK1,ADK3,CN3,CT1,CN
ADK1,ADK3,CN3,CT11,CN
ADK1,ADK3,CN3,CT12,CN
ADK1,ADK3,CN3,CT15,CN
ADK1,ADK3,CN3,CT16,CN
ADK1,ADK3,CN3,CT17,CN
ADK1,ADK3,CN3,CT2,CN
ADK1,ADK3,CN3,CT20,CN
ADK1,ADK3,CN3,CT22,CN
ADK1,ADK3,CN3,CT23,CN
ADK1,ADK3,CN3,CT24,CN
ADK1,ADK3,CN3,CT25,CN
ADK1,ADK3,CN3,CT26,CN
ADK1,ADK3,CN3,CT27,CN
ADK1,ADK3,CN3,CT28,CN
ADK1,ADK3,CN3,CT29,CN
ADK1,ADK3,CN3,CT30,CN
ADK1,ADK3,CN3,CT4,CN
ADK1,ADK3,CN3,CT5,CN
ADK1,ADK3,CN3,CT6,CN
ADK1,ADK3,CN3,CT9,CN
ADK1,ADK3,CN30,CT1,CN
ADK1,ADK3,CN30,CT11,CN
ADK1,ADK3,CN30,CT12,CN
ADK1,ADK3,CN30,CT15,CN
ADK1,ADK3,CN30,CT16,CN
ADK1,ADK3,CN30,CT17,CN
ADK1,ADK3,CN30,CT2,CN
ADK1,ADK3,CN30,CT20,CN
ADK1,ADK3,CN30,CT22,CN
ADK1,ADK3,CN30,CT23,CN
ADK1,ADK3,CN30,CT24,CN
ADK1,ADK3,CN30,CT25,CN
ADK1,ADK3,CN30,CT26,CN
ADK1,ADK3,CN30,CT27,CN
ADK1,ADK3,CN30,CT28,CN
ADK1,ADK3,CN30,CT29,CN
ADK1,ADK3,CN30,CT30,CN
ADK1,ADK3,CN30,CT4,CN
ADK1,ADK3,CN30,CT5,CN
ADK1,ADK3,CN30,CT6,CN
ADK1,ADK3,CN30,CT9,CN
ADK1,ADK3,CN4,CT1,CN
ADK1,ADK3,CN4,CT11,CN
ADK1,ADK3,CN4,CT12,CN
ADK1,ADK3,CN4,CT15,CN
ADK1,ADK3,CN4,CT16,CN
ADK1,ADK3,CN4,CT17,CN
ADK1,ADK3,CN4,CT2,CN
ADK1,ADK3,CN4,CT20,CN
ADK1,ADK3,CN4,CT22,CN
ADK1,ADK3,CN4,CT23,CN
ADK1,ADK3,CN4,CT24,CN
ADK1,ADK3,CN4,CT25,CN
ADK1,ADK3,CN4,CT26,CN
ADK1,ADK3,CN4,CT27,CN
ADK1,ADK3,CN4,CT28,CN
ADK1,ADK3,CN4,CT29,CN
ADK1,ADK3,CN4,CT30,CN
ADK1,ADK3,CN4,CT4,CN
ADK1,ADK3,CN4,CT5,CN
ADK1,ADK3,CN4,CT6,CN
ADK1,ADK3,CN4,CT9,CN
ADK1,ADK3,CN5,CT1,CN
ADK1,ADK3,CN5,CT11,CN
ADK1,ADK3,CN5,CT12,CN
ADK1,ADK3,CN5,CT15,CN
ADK1,ADK3,CN5,CT16,CN
ADK1,ADK3,CN5,CT17,CN
ADK1,ADK3,CN5,CT2,CN
ADK1,ADK3,CN5,CT20,CN
ADK1,ADK3,CN5,CT22,CN
ADK1,ADK3,CN5,CT23,CN
ADK1,ADK3,CN5,CT24,CN
ADK1,ADK3,CN5,CT25,CN
ADK1,ADK3,CN5,CT26,CN
ADK1,ADK3,CN5,CT27,CN
ADK1,ADK3,CN5,CT28,CN
ADK1,ADK3,CN5,CT29,CN
ADK1,ADK3,CN5,CT30,CN
ADK1,ADK3,CN5,CT4,CN
ADK1,ADK3,CN5,CT5,CN
ADK1,ADK3,CN5,CT6,CN
ADK1,ADK3,CN5,CT9,CN
ADK1,ADK3,CN6,CT1,CN
ADK1,ADK3,CN6,CT11,CN
ADK1,ADK3,CN6,CT12,CN
ADK1,ADK3,CN6,CT15,CN
ADK1,ADK3,CN6,CT16,CN
ADK1,ADK3,CN6,CT17,CN
ADK1,ADK3,CN6,CT2,CN
ADK1,ADK3,CN6,CT20,CN
ADK1,ADK3,CN6,CT22,CN
ADK1,ADK3,CN6,CT23,CN
ADK1,ADK3,CN6,CT24,CN
ADK1,ADK3,CN6,CT25,CN
ADK1,ADK3,CN6,CT26,CN
ADK1,ADK3,CN6,CT27,CN
ADK1,ADK3,CN6,CT28,CN
ADK1,ADK3,CN6,CT29,CN
ADK1,ADK3,CN6,CT30,CN
ADK1,ADK3,CN6,CT4,CN
ADK1,ADK3,CN6,CT5,CN
ADK1,ADK3,CN6,CT6,CN
ADK1,ADK3,CN6,CT9,CN
ADK1,ADK3,CN7,CT1,CN
ADK1,ADK3,CN7,CT11,CN
ADK1,ADK3,CN7,CT12,CN
ADK1,ADK3,CN7,CT15,CN
ADK1,ADK3,CN7,CT16,CN
ADK1,ADK3,CN7,CT17,CN
ADK1,ADK3,CN7,CT2,CN
ADK1,ADK3,CN7,CT20,CN
ADK1,ADK3,CN7,CT22,CN
ADK1,ADK3,CN7,CT23,CN
ADK1,ADK3,CN7,CT24,CN
ADK1,ADK3,CN7,CT25,CN
ADK1,ADK3,CN7,CT26,CN
ADK1,ADK3,CN7,CT27,CN
ADK1,ADK3,CN7,CT28,CN
ADK1,ADK3,CN7,CT29,CN
ADK1,ADK3,CN7,CT30,CN
ADK1,ADK3,CN7,CT4,CN
ADK1,ADK3,CN7,CT5,CN
ADK1,ADK3,CN7,CT6,CN
ADK1,ADK3,CN7,CT9,CN
ADK1,ADK3,CN8,CT1,CN
ADK1,ADK3,CN8,CT11,CN
ADK1,ADK3,CN8,CT12,CN
ADK1,ADK3,CN8,CT15,CN
ADK1,ADK3,CN8,CT16,CN
ADK1,ADK3,CN8,CT17,CN
ADK1,ADK3,CN8,CT2,CN
ADK1,ADK3,CN8,CT20,CN
ADK1,ADK3,CN8,CT22,CN
ADK1,ADK3,CN8,CT23,CN
ADK1,ADK3,CN8,CT24,CN
ADK1,ADK3,CN8,CT25,CN
ADK1,ADK3,CN8,CT26,CN
ADK1,ADK3,CN8,CT27,CN
ADK1,ADK3,CN8,CT28,CN
ADK1,ADK3,CN8,CT29,CN
ADK1,ADK3,CN8,CT30,CN
ADK1,ADK3,CN8,CT4,CN
ADK1,ADK3,CN8,CT5,CN
ADK1,ADK3,CN8,CT6,CN
ADK1,ADK3,CN8,CT9,CN
ADK1,ADK3,CN8,CT1,CN
ADK1,ADK3,CN8,CT11,CN
ADK1,ADK3,CN8,CT12,CN
ADK1,ADK3,CN8,CT15,CN
ADK1,ADK3,CN8,CT16,CN
ADK1,ADK3,CN8,CT17,CN
ADK1,ADK3,CN8,CT2,CN
ADK1,ADK3,CN8,CT20,CN
ADK1,ADK3,CN8,CT22,CN
ADK1,ADK3,CN8,CT23,CN
ADK1,ADK3,CN8,CT24,CN
ADK1,ADK3,CN8,CT25,CN
ADK1,ADK3,CN8,CT26,CN
ADK1,ADK3,CN8,CT27,CN
ADK1,ADK3,CN8,CT28,CN
ADK1,ADK3,CN8,CT29,CN
ADK1,ADK3,CN8,CT30,CN
ADK1,ADK3,CN8,CT4,CN
ADK1,ADK3,CN8,CT5,CN
ADK1,ADK3,CN8,CT6,CN
ADK1,ADK3,CN8,CT9,CN
AMETt2m,CYOR_u10m,LIN10,LIT10,LIN
AMETt2m,CYOR_u10m,LIN10,LIT11,LIN
AMETt2m,CYOR_u10m,LIN10,LIT14,LIN
AMETt2m,CYOR_u10m,LIN10,LIT2,LIN
AMETt2m,CYOR_u10m,LIN10,LIT22,LIN
AMETt2m,CYOR_u10m,LIN10,LIT26,LIN
AMETt2m,CYOR_u10m,LIN10,LIT28,LIN
AMETt2m,CYOR_u10m,LIN10,LIT30,LIN
AMETt2m,CYOR_u10m,LIN10,LIT6,LIN
AMETt2m,CYOR_u10m,LIN10,LIT7,LIN
AMETt2m,CYOR_u10m,LIN11,LIT10,LIN
AMETt2m,CYOR_u10m,LIN11,LIT11,LIN
AMETt2m,CYOR_u10m,LIN11,LIT14,LIN
AMETt2m,CYOR_u10m,LIN11,LIT2,LIN
AMETt2m,CYOR_u10m,LIN11,LIT22,LIN
AMETt2m,CYOR_u10m,LIN11,LIT26,LIN
AMETt2m,CYOR_u10m,LIN11,LIT28,LIN
AMETt2m,CYOR_u10m,LIN11,LIT30,LIN
AMETt2m,CYOR_u10m,LIN11,LIT6,LIN
AMETt2m,CYOR_u10m,LIN11,LIT7,LIN
AMETt2m,CYOR_u10m,LIN12,LIT10,LIN
AMETt2m,CYOR_u10m,LIN12,LIT11,LIN
AMETt2m,CYOR_u10m,LIN12,LIT14,LIN
AMETt2m,CYOR_u10m,LIN12,LIT2,LIN
AMETt2m,CYOR_u10m,LIN12,LIT22,LIN
AMETt2m,CYOR_u10m,LIN12,LIT26,LIN
AMETt2m,CYOR_u10m,LIN12,LIT28,LIN
AMETt2m,CYOR_u10m,LIN12,LIT30,LIN
AMETt2m,CYOR_u10m,LIN12,LIT6,LIN
AMETt2m,CYOR_u10m,LIN12,LIT7,LIN
AMETt2m,CYOR_u10m,LIN13,LIT10,LIN
AMETt2m,CYOR_u10m,LIN13,LIT11,LIN
AMETt2m,CYOR_u10m,LIN13,LIT14,LIN
AMETt2m,CYOR_u10m,LIN13,LIT2,LIN
AMETt2m,CYOR_u10m,LIN13,LIT22,LIN
AMETt2m,CYOR_u10m,LIN13,LIT26,LIN
AMETt2m,CYOR_u10m,LIN13,LIT28,LIN
AMETt2m,CYOR_u10m,LIN13,LIT30,LIN
AMETt2m,CYOR_u10m,LIN13,LIT6,LIN
AMETt2m,CYOR_u10m,LIN13,LIT7,LIN
AMETt2m,CYOR_u10m,LIN16,LIT10,LIN
AMETt2m,CYOR_u10m,LIN16,LIT11,LIN
AMETt2m,CYOR_u10m,LIN16,LIT14,LIN
AMETt2m,CYOR_u10m,LIN16,LIT2,LIN
AMETt2m,CYOR_u10m,LIN16,LIT22,LIN
AMETt2m,CYOR_u10m,LIN16,LIT26,LIN
AMETt2m,CYOR_u10m,LIN16,LIT28,LIN
AMETt2m,CYOR_u10m,LIN16,LIT30,LIN
AMETt2m,CYOR_u10m,LIN16,LIT6,LIN
AMETt2m,CYOR_u10m,LIN16,LIT7,LIN
AMETt2m,CYOR_u10m,LIN18,LIT10,LIN
AMETt2m,CYOR_u10m,LIN18,LIT11,LIN
AMETt2m,CYOR_u10m,LIN18,LIT14,LIN
AMETt2m,CYOR_u10m,LIN18,LIT2,LIN
AMETt2m,CYOR_u10m,LIN18,LIT22,LIN
AMETt2m,CYOR_u10m,LIN18,LIT26,LIN
AMETt2m,CYOR_u10m,LIN18,LIT28,LIN
AMETt2m,CYOR_u10m,LIN18,LIT30,LIN
AMETt2m,CYOR_u10m,LIN18,LIT6,LIN
AMETt2m,CYOR_u10m,LIN18,LIT7,LIN
AMETt2m,CYOR_u10m,LIN19,LIT10,LIN
AMETt2m,CYOR_u10m,LIN19,LIT11,LIN
AMETt2m,CYOR_u10m,LIN19,LIT14,LIN
AMETt2m,CYOR_u10m,LIN19,LIT2,LIN
AMETt2m,CYOR_u10m,LIN19,LIT22,LIN
AMETt2m,CYOR_u10m,LIN19,LIT26,LIN
AMETt2m,CYOR_u10m,LIN19,LIT28,LIN
AMETt2m,CYOR_u10m,LIN19,LIT30,LIN
AMETt2m,CYOR_u10m,LIN19,LIT6,LIN
AMETt2m,CYOR_u10m,LIN19,LIT7,LIN
AMETt2m,CYOR_u10m,LIN2,LIT10,LIN
AMETt2m,CYOR_u10m,LIN2,LIT11,LIN
AMETt2m,CYOR_u10m,LIN2,LIT14,LIN
AMETt2m,CYOR_u10m,LIN2,LIT2,LIN
AMETt2m,CYOR_u10m,LIN2,LIT22,LIN
AMETt2m,CYOR_u10m,LIN2,LIT26,LIN
AMETt2m,CYOR_u10m,LIN2,LIT28,LIN
AMETt2m,CYOR_u10m,LIN2,LIT30,LIN
AMETt2m,CYOR_u10m,LIN2,LIT6,LIN
AMETt2m,CYOR_u10m,LIN2,LIT7,LIN
AMETt2m,CYOR_u10m,LIN21,LIT10,LIN
AMETt2m,CYOR_u10m,LIN21,LIT11,LIN
AMETt2m,CYOR_u10m,LIN21,LIT14,LIN
