id	filename	md5	size	state
d81375c4-b0db-4562-9314-f27cf1087e7c	33789f1e-8172-4123-9318-77ad04c0981a.FPKM-UQ.txt.gz	0f96299dd783ec891c3bd063de4e6f96	523172	released
fea63c25-1cca-41a6-b62c-e212fbba4b60	44eeacd5-6027-457c-9c1b-62739b806301.FPKM-UQ.txt.gz	ab1749ed50f58120302f2fdad8e3f10d	516215	released
acc04a1f-02d4-4ef6-a17a-cc69a6ed9ad4	8c2d7579-8799-4b57-85f2-db1d223e47b4.FPKM-UQ.txt.gz	aa2a6d462fdde1234ad4ca4ccac4777c	532791	released
ca2e1f67-d5fe-40a6-9dd2-62012c4cec40	78f4ce11-3ca6-416c-9938-3b8278c5d2db.FPKM-UQ.txt.gz	aaf9e937bb78c0e8b11e195fcb937eaf	534108	released
1a8c6f0f-e76a-4e5d-9929-2271e97c2a48	ef1e0843-b6fd-48d4-b6cb-b7e848d6812b.FPKM-UQ.txt.gz	92e6efb39838115d70dd1152ae09f2cd	517894	released
6ebae5a0-9226-421b-8edf-113a1a575102	1026609b-c04d-4b01-8196-f17156801925.FPKM-UQ.txt.gz	ed2b4735bcb2223edbf246865d7de161	529967	released
70964c6b-6f4f-47f0-8e1f-f7d5911fa495	470b5538-bf99-4a28-b1b7-146daf2e5963.FPKM-UQ.txt.gz	b1dbb4672de58415e7532be13b7cd15e	519442	released
e29937ce-d4d8-46c4-871c-6f4cb9b7e409	d410a3b8-4f8f-4d47-9b37-7a59c34b8c90.FPKM-UQ.txt.gz	09a331ca543c31477c9be0f6ada8e679	509707	released
b961447f-5dea-4b3a-85bb-e58b9cbff686	3d1456f6-669d-43c4-993f-aebca190636d.FPKM-UQ.txt.gz	d05dbae928ce6ce7878dbeeb286e9718	482002	released
a62afca9-bc2d-4224-8e66-6ea532ce079f	b72fdad0-4062-4320-b451-08302e4ef12d.FPKM-UQ.txt.gz	a2c79cd2db7e613ec1acaf0e432c69e4	523175	released
d491cad0-c863-42e7-92a8-3f57b06729cd	973250e7-f8d6-48f4-8474-d53593e1b265.FPKM-UQ.txt.gz	1768463240a010dbaf63932680aa5a42	528012	released
238793cf-6523-4bd3-9137-2eee22d6334d	1f95ac21-15a2-4c1b-82c2-b4ddfdb87d54.FPKM-UQ.txt.gz	10d52ba0778963337545a62aa160f683	513456	released
467ed6b8-92b6-45cf-9f00-50395e0948fc	5dbc00bb-6969-4943-8050-de95972923a5.FPKM-UQ.txt.gz	fd6b59ae37236176535700a8f3f02f15	504229	released
e485f194-ef95-4fde-ba5f-d744d1997662	b3db06c4-ff1e-4600-90d5-e5d14fbe7a5a.FPKM-UQ.txt.gz	e241e6bb70944bec7e8cb2b0bfde4b38	529856	released
65b495bd-bad2-403e-97de-f3b5a4673eae	7c375d52-fc5a-4725-9f56-8a15b8445ba7.FPKM-UQ.txt.gz	8d40f738b022766562938e1c6888ec22	519887	released
9595fcb6-2fa4-4ef2-9404-0f9379f589c2	253954ed-6f83-44ab-b6bc-694fec051c1d.FPKM-UQ.txt.gz	e8991d5af51c9433a480b40f0009206f	514049	released
924bf550-ab80-465b-be13-f87ed739b335	4763c7e5-97e5-40ca-9455-761ac274e0b4.FPKM-UQ.txt.gz	de3611c73a01737843cd84df7e397f7c	507950	released
22d866dd-9fd7-4653-babf-3b93481c8cbb	74451263-2bde-4b6f-899f-d171915769b3.FPKM-UQ.txt.gz	7fe6c7eb84494624c6e35742538decc0	532750	released
74afdc15-2529-440e-be53-f50a700f04d0	be49ef0f-5fb8-49e4-be2e-d44fed34f21a.FPKM-UQ.txt.gz	b7725b7510b788bfefebcddc28d561ff	518923	released
857bbf2a-3853-42f7-9787-fc5e95e3d4b2	dbb86540-cd61-42ed-8487-b90834faa6af.FPKM-UQ.txt.gz	0501cca8655bca797507effa47bda933	507914	released
9c50fab1-d2b0-471d-b3ad-f17a2baf4b8b	fe0f4040-f2da-4ab8-8869-bb9f39698834.FPKM-UQ.txt.gz	0e704a296ede5b3ed7558ff324e88a47	534222	released
c65567fe-e379-465e-b26d-478bd20ae571	c62a4599-e1a7-41af-9820-a961c6473f34.FPKM-UQ.txt.gz	f4841ebb824c25bc76ca37200aeb35d3	526327	released
44c472a5-7466-4e3a-8ee2-f64fa521b81e	70129edf-3380-48eb-8a5c-1230a92ec6c9.FPKM-UQ.txt.gz	be0d71d4b1cbdf044787dba702813de0	521452	released
56c9e7f7-b6af-4240-9c08-358e50f9d37a	b465a217-2ba3-43c2-aa76-3420679cc05a.FPKM-UQ.txt.gz	6b6812105b262f8e38111ebad8063e21	506336	released
2d585042-4c3f-472c-952a-2a74f9c71bd8	68e51c74-96e3-4d7b-9bcd-83243df1388b.FPKM-UQ.txt.gz	c3dd45279e84aa4297caba607a55740b	526549	released
121bb0a3-8df2-4d31-89fd-be950cb15443	db18f592-80d8-4834-a844-d28603238c3a.FPKM-UQ.txt.gz	4111c6eef749df961c52388b09bce26c	508352	released
79fa71a4-3004-4fe0-ab69-dab8bd97ed20	1cc11559-8ff9-4446-87bf-b62c66537e9c.FPKM-UQ.txt.gz	56309e7209436cc9f2e544364ed93134	522176	released
03a95d6a-6f10-4a73-8e51-e4de077a69a5	4b69ca83-6fa9-4e5c-912b-5f820d0a4c29.FPKM-UQ.txt.gz	4256c16b4039d4a453784c4d6491db71	529682	released
8a86e81b-5eb7-4fd6-b709-8d585ad2d49b	076d4eb6-0b8c-49f3-87ca-fb2ea960d249.FPKM-UQ.txt.gz	ce6bd3ab560c93f47d356dd3c92181e3	520556	released
b388e45e-b99a-4eb4-94f1-0774bddb9188	a77fa997-1848-4766-8820-c023e7b2197f.FPKM-UQ.txt.gz	3de2ae90c3d41c388b53287a417c86ae	530429	released
5494214f-c85a-4fec-bf97-b712e3d4d4db	fd455db3-314a-48aa-a56c-cf20931f9eb3.FPKM-UQ.txt.gz	7598cab12abda411355cba08d189a7eb	514258	released
58b0f4f8-a0e3-4d92-a9d4-3be154314c90	7a4a8942-1cab-4338-86ad-d7eb26c265b5.FPKM-UQ.txt.gz	40f7bb2e8b0a7258e8cba053f6df7ee0	532206	released
9053c31c-dd0a-4642-a65b-2ddcea6bd87b	6c304972-b122-49f8-a1d2-0d48d24e6b08.FPKM-UQ.txt.gz	55b218c6c3b8c253f1aadd59ab020a09	509697	released
887afbdc-61f6-4ecb-8a2c-88c825fff32a	ca1769cc-885b-4f5e-a2b3-1eebe65da6c2.FPKM-UQ.txt.gz	e290a8109267171c92e25fe78f569726	543423	released
6b14236c-6555-472a-8cd2-a10dd30008ee	0c754f0b-7476-48d6-a197-d391c4a5515d.FPKM-UQ.txt.gz	ab99245283f389a12eeee39f5906bb55	527877	released
3f29c189-a8d9-4c0e-a8c1-a41a606ee648	7a7c5c07-05c1-4e86-a063-1b073d6974e1.FPKM-UQ.txt.gz	1e74369130eca3779ae19b21f1c44de6	526346	released
d85779bf-9802-4abd-be15-e8a9ab71fb60	7341ac8e-1fdd-4f54-ba6a-f5a050ce8db7.FPKM-UQ.txt.gz	ef9729fe8933599780f425de87e760bb	525756	released
f19e7ba3-4412-4dbf-883e-d058f5efd75e	22594a92-8dd6-4826-a275-12fed73f6baa.FPKM-UQ.txt.gz	6504d927667d34cee588f579382492e7	534324	released
746c9931-ad80-4a01-9c96-ab38d5774b4f	303675ca-3bf6-4085-b187-91959153408c.FPKM-UQ.txt.gz	5d0c6372838b6a894ea2c4d19177c6be	501797	released
